Provinsi,Kabupaten/Kota,Kecamatan,Kelurahan/Desa,Jumlah Penduduk,Jumlah Kepala Keluarga,Perpindahan Penduduk,Jumlah Meninggal,Perubahan Data,Wajib KTP,Jumlah Rekam Wajib KTP,Islam,Kristen,Katholik,Hindu,Buddha,Konghuchu,Kepercayaan terhadap Tuhan YME,Laki-laki,Perempuan,Belum Kawin,Kawin,Cerai Hidup,Cerai Mati,Usia 0-4 Tahun,Usia 5-9 Tahun,Usia 10-14 Tahun,Usia 15-19 Tahun,Usia 20-24 Tahun,Usia 25-29 Tahun,Usia 30-34 Tahun,Usia 35-39 Tahun,Usia 40-44 Tahun,Usia 45-49 Tahun,Usia 50-54 Tahun,Usia 55-59 Tahun,Usia 60-64 Tahun,Usia 65-69 Tahun,Usia 70-74 Tahun,Usia 75 Tahun ke Atas,Lahir Tahun 2020,Lahir Sebelum Tahun 2020,Lahir Tahun 2021,Lahir Sebelum Tahun 2021,Lahir Tahun 2022,Lahir Sebelum Tahun 2022,Lahir Tahun 2023,Lahir Sebelum Tahun 2023,Lahir Tahun 2024,Lahir Sebelum Tahun 2024,Pertumbuhan Penduduk Tahun 2020 (%),Pertumbuhan Penduduk Tahun 2021 (%),Pertumbuhan Penduduk Tahun 2022 (%),Pertumbuhan Penduduk Tahun 2023 (%),Pertumbuhan Penduduk Tahun 2024 (%),Usia Pendidikan 3-4 Tahun,Usia Pendidikan 5 Tahun,Usia Pendidikan 6-11 Tahun,Usia Pendidikan 12-14 Tahun,Usia Pendidikan 15-17 Tahun,Usia Pendidikan 18-22 Tahun,Tidak/Belum Sekolah,Belum Tamat SD,Tamat SD,SLTP,SLTA,D1 dan D2,D3,S1,S2,S3,Golongan Darah A,Golongan Darah B,Golongan Darah AB,Golongan Darah O,Golongan Darah A+,Golongan Darah A-,Golongan Darah B+,Golongan Darah B-,Golongan Darah AB+,Golongan Darah AB-,Golongan Darah O+,Golongan Darah O-,Golongan Darah Tidak Diketahui,Belum/Tidak Bekerja,Nelayan,Pelajar dan Mahasiswa,Pensiunan,Perdagangan,Mengurus Rumah Tannga,Wiraswasta,Guru,Perawat,Pengacara,Pekerjaan Lainnya
JAWA TIMUR,KAB. JEMBER,AJUNG,KLOMPANGAN,"11,029","3,893",19,16,"9,655","8,423","8,423","10,974",24,12,3,16,0,0,"5,555","5,474","4,282","5,931",226,590,633,835,833,615,822,885,832,756,849,732,816,683,539,424,333,442,179,"10,396",148,"10,575",109,"10,723",117,"10,832",80,"10,949",2,1,1,1,1,327,168,991,509,371,678,"3,037","1,369","3,113","1,765","1,363",46,78,247,8,3,42,60,33,240,4,0,1,0,1,1,6,0,"10,641","2,977",,"1,117",12,163,"1,814","2,192",88,9,,
JAWA TIMUR,KAB. JEMBER,LEDOKOMBO,LEMBENGAN,"8,978","3,474",32,40,"7,883","6,930","6,929","8,965",13,0,0,0,0,0,"4,449","4,529","3,064","5,277",196,441,500,623,635,561,727,662,655,582,646,632,655,560,465,353,320,402,126,"8,478",111,"8,604",103,"8,715",106,"8,818",54,"8,924",1,1,1,1,1,237,124,757,377,347,624,"2,627","1,827","2,997",770,609,11,43,90,3,1,41,36,13,62,8,2,0,0,0,0,2,3,"8,811","2,509",4,691,16,237,"1,822",977,19,10,,
JAWA TIMUR,KAB. JEMBER,PATRANG,BANJARSENGON,"4,327","1,507",6,3,"3,611","3,329","3,329","4,324",2,1,0,0,0,0,"2,115","2,212","1,585","2,415",81,246,242,321,314,264,307,321,298,317,341,313,264,234,226,191,188,186,64,"4,085",59,"4,149",36,"4,208",52,"4,244",31,"4,296",2,1,1,1,1,123,52,388,195,171,274,"1,430",637,"1,345",446,376,8,18,66,0,1,16,23,8,40,1,0,1,0,0,0,0,0,"4,238","1,309",2,261,5,70,889,477,35,2,,
JAWA TIMUR,KAB. JEMBER,SUKOWONO,SUMBERWRINGIN,"5,888","2,278",12,7,"5,047","4,614","4,614","5,888",0,0,0,0,0,0,"2,924","2,964","1,831","3,627",75,355,346,347,411,320,481,400,368,436,428,419,418,361,364,258,211,320,83,"5,542",76,"5,625",58,"5,701",78,"5,759",51,"5,837",1,1,1,1,1,159,68,454,236,199,396,"1,721","1,217","2,118",434,332,5,11,45,5,0,18,13,4,28,1,0,1,0,0,0,2,1,"5,820","1,359",,453,5,103,936,661,22,1,,
JAWA TIMUR,KAB. JEMBER,KALISAT,KALISAT,"12,621","4,551",37,25,"10,948","9,554","9,554","12,402",153,45,5,15,1,0,"6,264","6,357","4,997","6,646",257,721,718,928,989,816,"1,017",954,833,836,900,916,890,798,657,491,386,492,168,"11,903",180,"12,071",142,"12,251",135,"12,393",93,"12,528",1,1,1,1,1,348,174,"1,131",612,516,898,"3,514","1,705","2,807","1,755","2,129",76,162,448,21,4,81,128,42,237,5,1,4,0,1,0,2,5,"12,115","3,747",2,"1,260",121,388,"2,160","1,442",145,31,1,
JAWA TIMUR,KAB. JEMBER,KENCONG,WONOREJO,"14,748","5,498",22,157,"13,175","11,581","11,581","13,940",768,32,2,6,0,0,"7,343","7,405","5,466","7,902",459,921,723,959,"1,058",893,"1,075","1,026","1,008","1,032","1,134","1,058","1,120","1,123",935,631,491,482,189,"14,025",162,"14,214",155,"14,376",131,"14,531",86,"14,662",1,1,1,1,1,351,174,"1,186",657,525,993,"3,530","1,584","4,160","2,513","2,403",54,133,358,13,0,133,127,51,193,6,0,5,0,2,0,1,0,"14,230","3,825",4,"1,419",55,116,"2,121","3,448",124,16,1,
JAWA TIMUR,KAB. JEMBER,PUGER,WONOSARI,"8,644","3,021",18,13,"7,738","6,778","6,778","8,637",4,0,2,1,0,0,"4,348","4,296","3,227","4,740",206,471,453,572,583,532,651,653,601,624,629,624,671,588,541,334,281,307,116,"8,191",128,"8,307",88,"8,435",78,"8,523",43,"8,601",1,2,1,1,0,244,125,670,360,316,580,"2,013",765,"3,022","1,460","1,151",31,54,139,9,0,68,62,23,125,2,0,0,0,1,0,5,3,"8,355","2,116",13,963,12,85,"1,125","1,445",65,9,1,
JAWA TIMUR,KAB. JEMBER,AMBULU,TEGALSARI,"12,021","4,406",32,54,"10,805","9,458","9,458","11,819",154,41,4,3,0,0,"6,050","5,971","4,798","6,097",340,786,557,787,874,772,935,814,764,844,915,918,937,821,707,513,416,447,131,"11,464",131,"11,595",117,"11,726",108,"11,843",70,"11,951",1,1,1,1,1,262,148,964,549,473,855,"2,727","1,255","2,717","2,110","2,495",68,137,491,21,0,105,165,51,259,5,0,1,1,2,2,1,5,"11,424","3,184",7,"1,328",69,236,"1,938","2,845",158,20,1,
JAWA TIMUR,KAB. JEMBER,BANGSALSARI,GAMBIRONO,"14,599","5,256",45,14,"12,585","11,149","11,149","14,532",61,4,2,0,0,0,"7,326","7,273","5,600","7,826",364,809,797,"1,072","1,112",942,"1,071","1,074","1,088","1,012","1,080","1,063","1,025",917,778,593,463,512,186,"13,802",207,"13,988",164,"14,195",153,"14,359",87,"14,512",1,1,1,1,1,393,192,"1,292",700,571,952,"3,966","1,690","5,039","1,940","1,645",31,52,214,22,0,125,174,45,110,1,0,6,1,0,0,0,0,"14,137","3,827",3,"1,650",28,156,"2,222","3,790",53,9,,
JAWA TIMUR,KAB. JEMBER,BALUNG,TUTUL,"10,165","3,516",26,29,"9,037","7,771","7,771","10,154",8,2,0,0,0,1,"5,130","5,035","3,950","5,497",237,481,577,758,732,666,839,717,703,657,759,731,789,665,531,407,269,365,132,"9,588",129,"9,720",119,"9,849",111,"9,968",86,"10,079",1,1,1,1,1,261,141,897,452,408,740,"2,632","1,109","3,382","1,445","1,293",43,46,204,11,0,43,50,12,113,3,0,2,0,0,0,2,6,"9,934","2,767",2,"1,097",15,80,"1,516","2,348",108,6,,
JAWA TIMUR,KAB. JEMBER,BALUNG,GUMELAR,"10,117","3,727",23,21,"9,074","7,846","7,846","10,104",10,0,2,0,1,0,"5,113","5,004","3,886","5,347",265,619,582,681,706,666,742,736,672,672,728,729,726,669,598,461,320,429,136,"9,535",140,"9,671",125,"9,811",113,"9,936",68,"10,049",1,1,1,1,1,276,143,806,438,397,665,"2,649","1,563","2,511","1,460","1,550",35,59,274,16,0,41,58,22,90,2,0,2,0,4,0,1,4,"9,893","2,728",1,"1,097",27,87,"2,038","1,589",148,8,,
JAWA TIMUR,KAB. JEMBER,AMBULU,PONTANG,"13,261","4,740",30,28,"12,007","10,350","10,349","13,227",15,12,0,0,0,7,"6,680","6,581","4,999","7,228",339,695,740,901,922,756,"1,024",993,956,884,966,950,"1,013",993,814,494,406,449,174,"12,521",165,"12,695",162,"12,860",135,"13,022",104,"13,157",1,1,1,1,1,339,192,"1,037",594,442,898,"3,251","1,751","3,716","2,281","1,855",39,77,285,6,0,50,69,26,132,2,0,4,0,0,0,5,0,"12,973","3,341",4,"1,414",23,196,"1,895","2,724",97,13,,
JAWA TIMUR,KAB. JEMBER,JENGGAWAH,JATISARI,"11,769","4,282",26,29,"10,319","8,975","8,975","11,741",17,8,0,0,0,3,"5,961","5,808","4,330","6,608",275,556,665,859,901,693,917,890,865,798,880,941,884,653,652,415,375,381,178,"11,104",167,"11,282",137,"11,449",127,"11,586",56,"11,713",2,1,1,1,0,345,157,"1,029",574,425,757,"3,468","2,070","3,861","1,394",838,8,27,101,2,0,31,55,14,62,2,0,0,0,0,0,0,2,"11,603","2,935",4,"1,258",2,373,"2,564","2,043",34,3,,
JAWA TIMUR,KAB. JEMBER,JENGGAWAH,SRUNI,"9,369","3,302",26,50,"8,311","7,111","7,111","9,364",1,0,3,0,0,1,"4,793","4,576","3,720","4,908",196,545,539,678,762,551,768,741,663,626,699,704,668,606,466,346,261,291,140,"8,830",127,"8,970",104,"9,097",99,"9,201",69,"9,300",2,1,1,1,1,267,132,838,470,320,673,"2,281",877,"3,450","1,646",929,19,30,129,8,0,28,53,10,85,0,1,1,1,1,0,2,0,"9,187","2,328",2,"1,187",6,177,"1,685","1,762",73,3,,
JAWA TIMUR,KAB. JEMBER,MUMBULSARI,KAWANGREJO,"5,645","2,100",17,6,"4,838","4,351","4,351","5,639",6,0,0,0,0,0,"2,842","2,803","2,059","3,159",128,299,309,406,439,305,457,419,437,379,406,394,360,331,316,270,203,214,97,"5,336",60,"5,433",68,"5,493",49,"5,561",35,"5,610",2,1,1,1,1,157,67,493,285,176,388,"1,726",520,"1,879",714,664,8,29,103,2,0,6,15,2,29,2,0,2,0,0,0,0,0,"5,589","1,538",1,505,16,52,925,"1,375",40,6,,
JAWA TIMUR,KAB. JEMBER,JELBUK,SUKOJEMBER,"6,617","2,506",14,14,"5,516","5,070","5,070","6,613",3,1,0,0,0,0,"3,320","3,297","2,301","3,813",150,353,426,456,458,384,539,483,481,475,524,475,489,380,345,271,200,231,94,"6,191",86,"6,285",93,"6,371",90,"6,464",63,"6,554",2,1,1,1,1,180,104,513,297,249,443,"1,931","1,146","2,248",591,609,15,22,54,0,1,28,12,7,33,0,0,0,0,0,0,0,4,"6,533","1,866",1,403,12,35,"1,066",941,24,2,,
JAWA TIMUR,KAB. JEMBER,MAYANG,MAYANG,"8,444","3,142",28,14,"7,306","6,505","6,505","8,334",50,49,6,3,2,0,"4,191","4,253","3,093","4,684",191,476,448,596,655,509,716,614,562,590,619,587,548,562,441,388,278,331,107,"7,996",103,"8,103",109,"8,206",76,"8,315",53,"8,391",1,1,1,1,1,210,112,730,409,298,633,"2,423","1,250","2,404","1,035","1,007",22,59,226,18,0,47,74,16,109,5,0,4,0,2,1,1,0,"8,185","2,283",2,833,33,184,"1,465","1,827",49,6,,
JAWA TIMUR,KAB. JEMBER,MAYANG,TEGALREJO,"5,411","2,035",20,15,"4,798","4,144","4,144","5,357",21,28,3,1,0,1,"2,623","2,788","1,982","2,950",153,326,300,387,427,336,397,362,373,397,366,367,378,369,305,223,191,233,71,"5,111",71,"5,182",68,"5,253",59,"5,321",31,"5,380",1,1,1,1,1,142,76,479,259,185,383,"1,519",911,"1,416",709,697,32,20,101,6,0,54,306,54,64,1,0,4,0,0,0,1,1,"4,926","1,519",1,467,11,227,"1,130","1,056",33,4,,
JAWA TIMUR,KAB. JEMBER,MAYANG,SUMBERKEJAYAN,"7,711","2,868",35,12,"6,685","5,933","5,933","7,707",4,0,0,0,0,0,"3,791","3,920","2,692","4,445",156,418,426,570,564,436,570,564,542,569,595,505,538,473,414,322,267,356,121,"7,285",115,"7,406",92,"7,521",59,"7,613",39,"7,672",2,2,1,1,1,236,117,677,340,259,493,"2,403","1,314","2,625",703,543,6,10,98,9,0,20,42,42,25,1,0,0,0,0,0,0,5,"7,576","2,100",2,599,11,168,"1,302","1,406",43,4,,
JAWA TIMUR,KAB. JEMBER,SUKOWONO,POCANGAN,"2,650","1,044",7,8,"2,255","2,072","2,072","2,650",0,0,0,0,0,0,"1,327","1,323",868,"1,570",40,172,152,174,170,150,209,182,193,190,224,198,181,142,139,104,72,170,37,"2,498",35,"2,535",29,"2,570",25,"2,599",26,"2,624",1,1,1,1,1,72,34,206,104,99,162,635,442,"1,129",245,157,3,5,33,1,0,4,2,2,4,0,0,0,0,0,0,0,0,"2,638",696,,153,1,29,620,237,8,1,,
JAWA TIMUR,KAB. JEMBER,SILO,GARAHAN,"13,787","5,011",37,25,"11,663","10,436","10,436","13,772",8,2,3,2,0,0,"6,880","6,907","5,046","7,853",235,653,797,"1,042","1,092",815,"1,099","1,055",994,"1,023","1,036","1,007",991,831,683,486,394,442,192,"12,990",218,"13,182",164,"13,400",136,"13,564",87,"13,700",1,2,1,1,1,410,215,"1,246",673,489,950,"3,344","1,885","5,732","1,468","1,109",30,45,171,3,0,42,86,58,82,4,0,0,0,0,0,1,2,"13,512","3,407",2,"1,558",36,166,"2,359","2,132",90,8,,
JAWA TIMUR,KAB. JEMBER,JOMBANG,KETING,"7,399","2,712",16,14,"6,797","5,817","5,817","7,384",11,0,4,0,0,0,"3,683","3,716","2,829","3,833",244,493,352,487,543,467,534,502,492,541,567,529,555,509,447,354,250,270,102,"7,047",84,"7,149",71,"7,233",52,"7,304",43,"7,356",1,1,1,1,1,186,97,588,345,274,504,"1,577",671,"2,374","1,359","1,203",15,40,152,7,1,258,329,116,234,1,1,1,0,0,0,1,5,"6,453","1,616",2,921,12,110,893,"2,319",50,6,,
JAWA TIMUR,KAB. JEMBER,TANGGUL,KRAMAT SUKOHARJO,"7,609","2,578",16,3,"6,385","5,725","5,725","7,605",3,0,1,0,0,0,"3,795","3,814","2,956","4,186",124,343,472,606,583,451,595,581,511,521,589,566,534,460,433,252,193,262,117,"7,137",111,"7,254",101,"7,365",93,"7,466",50,"7,559",2,2,1,1,1,228,108,705,376,267,515,"2,334","1,430","2,617",677,499,8,8,33,3,0,20,21,7,62,1,0,2,0,0,0,0,2,"7,494","2,153",,746,8,59,830,"1,078",17,2,,
JAWA TIMUR,KAB. JEMBER,BANGSALSARI,SUKOREJO,"12,543","4,557",30,14,"10,745","9,614","9,614","12,533",10,0,0,0,0,0,"6,355","6,188","4,829","6,710",318,686,669,909,967,785,996,898,835,841,876,859,990,810,706,530,403,469,184,"11,874",147,"12,058",144,"12,205",121,"12,349",73,"12,470",2,1,1,1,1,331,170,"1,134",572,485,867,"3,291","1,844","3,941","1,707","1,416",28,52,245,18,1,19,52,31,69,1,0,3,0,2,0,0,3,"12,363","3,414",3,"1,291",19,127,"2,163","3,138",98,9,,
JAWA TIMUR,KAB. JEMBER,PANTI,PANTI,"11,762","4,258",40,23,"10,040","8,937","8,937","11,732",13,10,4,3,0,0,"5,756","6,006","4,520","6,268",254,720,692,940,840,792,906,878,758,801,853,801,852,753,684,381,360,471,169,"11,070",163,"11,239",155,"11,402",113,"11,557",92,"11,670",2,1,1,1,1,332,188,"1,079",513,448,865,"3,810","1,883","2,892","1,498","1,381",36,35,210,16,1,115,82,66,191,5,0,1,0,3,0,2,2,"11,295","3,584",3,953,49,116,"2,799","1,645",70,3,,
JAWA TIMUR,KAB. JEMBER,ARJASA,DARSONO,"7,024","2,632",38,4,"5,696","5,263","5,263","7,021",1,0,1,0,0,1,"3,499","3,525","2,489","4,141",107,287,393,542,577,453,572,498,509,597,548,486,469,498,283,241,164,194,94,"6,631",88,"6,725",75,"6,813",87,"6,888",49,"6,975",1,1,1,1,1,182,86,673,360,310,443,"3,064","1,147","2,073",421,284,6,8,20,1,0,20,16,8,23,1,0,1,0,1,0,1,1,"6,952","1,956",1,541,6,39,899,"1,200",3,2,,
JAWA TIMUR,KAB. JEMBER,PAKUSARI,SUMBERPINANG,"8,720","3,333",34,24,"7,639","6,622","6,622","8,705",10,5,0,0,0,0,"4,248","4,472","3,045","4,968",200,507,514,627,696,532,659,656,601,595,567,607,636,496,473,371,267,423,111,"8,206",122,"8,317",120,"8,439",102,"8,559",59,"8,661",1,1,1,1,1,233,124,734,465,308,585,"2,827","1,165","2,983",892,732,7,22,86,6,0,26,21,6,29,1,0,2,0,0,0,0,1,"8,634","2,456",1,583,12,120,"1,740","1,701",21,9,,
JAWA TIMUR,KAB. JEMBER,SUKOWONO,SUKOKERTO,"4,072","1,590",4,12,"3,401","3,162","3,162","4,072",0,0,0,0,0,0,"1,988","2,084","1,360","2,385",69,258,249,282,263,251,309,290,272,285,315,299,285,253,224,200,108,187,56,"3,823",57,"3,879",66,"3,936",40,"4,002",30,"4,042",1,1,2,1,1,113,43,348,154,145,277,"1,193",715,"1,363",368,344,12,10,61,5,1,17,24,10,58,0,0,0,0,0,0,0,0,"3,963","1,135",,202,9,39,774,805,14,1,,
JAWA TIMUR,KAB. JEMBER,GUMUKMAS,MAYANGAN,"12,324","4,325",40,13,"10,514","9,449","9,448","12,280",40,4,0,0,0,0,"6,248","6,076","4,649","6,870",315,490,711,873,915,825,931,860,906,924,990,888,888,817,678,420,328,370,177,"11,613",165,"11,790",161,"11,955",128,"12,116",80,"12,244",2,1,1,1,1,342,197,"1,031",560,488,854,"3,447","1,524","4,757","1,653",813,10,21,97,2,0,56,46,16,69,1,0,3,0,0,0,3,2,"12,128","3,500",8,"1,029",13,104,"2,347","2,193",35,5,,
JAWA TIMUR,KAB. JEMBER,PATRANG,SLAWU,"7,947","2,619",22,17,"7,106","5,901","5,901","7,866",59,18,1,3,0,0,"4,018","3,929","3,291","4,111",195,350,527,619,648,543,643,564,642,604,618,548,508,419,368,252,190,254,133,"7,420",118,"7,553",103,"7,671",107,"7,774",66,"7,881",2,2,1,1,1,251,138,747,382,313,616,"2,347",993,"1,807",913,"1,305",31,110,399,40,2,96,178,80,310,10,0,1,1,1,0,2,1,"7,267","2,578",1,735,46,89,"1,602",989,83,6,2,
JAWA TIMUR,KAB. JEMBER,GUMUKMAS,TEMBOKREJO,"10,480","3,849",49,20,"9,536","8,257","8,257","10,458",17,1,4,0,0,0,"5,249","5,231","3,913","5,637",284,646,515,657,758,676,714,705,698,735,754,709,867,848,668,469,328,379,132,"9,965",126,"10,097",113,"10,223",97,"10,336",47,"10,433",1,1,1,1,0,258,135,835,445,381,723,"2,529","1,223","2,617","1,961","1,777",35,41,277,19,1,69,66,20,99,2,0,0,0,1,0,5,2,"10,216","2,810",3,928,15,177,"1,710","2,017",87,11,,
JAWA TIMUR,KAB. JEMBER,PUGER,MOJOMULYO,"9,551","3,443",32,15,"8,347","7,270","7,270","9,492",38,20,0,0,0,1,"4,837","4,714","3,581","5,373",209,388,522,731,734,568,752,707,685,702,785,695,678,595,508,332,265,292,144,"9,029",117,"9,173",120,"9,290",98,"9,410",43,"9,508",2,1,1,1,0,261,143,868,454,347,655,"2,089",852,"3,978","1,526",942,11,22,122,9,0,44,64,8,68,2,0,1,0,0,1,2,3,"9,358","2,315",525,"1,052",9,84,"1,687","1,286",58,3,,
JAWA TIMUR,KAB. JEMBER,PUGER,WRINGINTELU,"6,987","2,489",15,12,"6,279","5,360","5,360","6,980",4,2,1,0,0,0,"3,549","3,438","2,596","3,874",178,339,363,505,517,450,459,540,481,486,536,473,564,453,394,278,225,263,92,"6,624",90,"6,716",85,"6,806",61,"6,891",35,"6,952",1,1,1,1,1,182,93,617,312,290,420,"1,695",493,"2,245","1,360","1,005",22,48,108,11,0,128,99,31,104,1,0,0,0,0,0,0,3,"6,621","1,787",,716,13,98,779,"1,178",40,6,,
JAWA TIMUR,KAB. JEMBER,JENGGAWAH,JATIMULYO,"7,051","2,424",16,22,"6,363","5,356","5,356","7,039",9,3,0,0,0,0,"3,560","3,491","2,764","3,836",96,355,448,491,530,449,561,543,476,472,549,541,496,425,348,273,226,223,118,"6,603",96,"6,721",83,"6,817",91,"6,900",60,"6,991",2,1,1,1,1,214,91,588,342,267,495,"1,790",670,"2,322","1,222",839,23,40,134,11,0,46,57,20,107,3,0,2,0,1,0,1,1,"6,813","1,827",2,852,5,120,824,"1,398",59,4,,
JAWA TIMUR,KAB. JEMBER,RAMBIPUJI,KALIWINING,"20,238","6,965",62,54,"17,062","15,316","15,315","20,173",33,30,0,2,0,0,"10,187","10,051","7,946","10,765",395,"1,132","1,184","1,542","1,532","1,303","1,633","1,470","1,451","1,346","1,479","1,466","1,407","1,330","1,044",742,600,709,295,"19,054",295,"19,349",232,"19,644",226,"19,876",136,"20,102",2,2,1,1,1,590,296,"1,832",946,788,"1,425","5,474","2,405","6,041","3,042","2,588",51,121,485,30,1,107,154,69,257,8,0,4,0,2,0,0,2,"19,635","5,807",7,"2,130",48,205,"3,365","3,662",167,23,,
JAWA TIMUR,KAB. JEMBER,RAMBIPUJI,RAMBIPUJI,"11,496","4,058",43,38,"10,111","8,866","8,866","11,085",225,139,4,41,2,0,"5,672","5,824","4,695","5,674",374,753,647,774,867,707,881,904,779,702,871,792,841,755,626,504,375,471,148,"10,849",135,"10,997",156,"11,132",127,"11,288",81,"11,415",1,1,1,1,1,283,160,950,531,416,811,"2,785","1,272","2,010","1,720","2,856",79,177,569,25,3,151,237,68,360,12,0,2,0,0,0,3,7,"10,656","3,346",4,"1,222",134,270,"2,031","2,444",132,26,2,
JAWA TIMUR,KAB. JEMBER,JENGGAWAH,KERTONEGORO,"11,648","4,099",27,21,"10,451","8,917","8,917","11,603",29,8,3,2,0,3,"5,949","5,699","4,609","6,132",256,651,696,881,818,740,894,924,848,823,869,796,852,771,630,416,357,333,161,"10,952",167,"11,113",136,"11,280",148,"11,416",84,"11,564",1,2,1,1,1,328,170,"1,047",482,424,837,"2,779","1,020","4,070","1,880","1,540",39,70,235,15,0,58,83,17,128,4,0,2,0,0,1,1,5,"11,349","3,067",3,"1,275",26,257,"1,656","2,844",93,10,,
JAWA TIMUR,KAB. JEMBER,PAKUSARI,JATIAN,"5,319","2,045",10,5,"4,625","4,115","4,115","5,319",0,0,0,0,0,0,"2,628","2,691","1,785","3,121",91,322,300,377,395,283,424,418,408,369,374,368,331,345,273,239,184,231,58,"5,019",69,"5,077",75,"5,146",62,"5,221",36,"5,283",1,1,1,1,1,127,72,452,248,166,374,"1,797",760,"1,673",571,437,11,21,43,6,0,11,10,6,25,0,0,0,0,0,0,0,2,"5,265","1,341",,464,3,102,"1,111",739,9,5,,
JAWA TIMUR,KAB. JEMBER,LEDOKOMBO,SUMBERANGET,"2,633","1,012",2,2,"2,343","2,020","2,020","2,632",0,0,1,0,0,0,"1,306","1,327",917,"1,532",65,119,147,187,193,165,238,196,171,182,175,213,188,166,128,121,81,82,29,"2,486",35,"2,515",37,"2,550",34,"2,587",12,"2,621",1,1,1,1,0,64,41,221,118,103,199,779,401,946,306,164,7,3,27,0,0,69,98,99,41,2,0,1,0,0,0,1,0,"2,322",740,,193,1,21,320,156,6,1,,
JAWA TIMUR,KAB. JEMBER,JELBUK,SUGERKIDUL,"3,777","1,445",15,8,"3,191","2,891","2,891","3,776",1,0,0,0,0,0,"1,918","1,859","1,273","2,200",101,203,250,251,257,263,292,292,250,284,300,303,234,221,200,131,102,147,50,"3,527",60,"3,577",47,"3,637",56,"3,684",37,"3,740",1,2,1,2,1,110,49,300,159,171,267,"1,221",580,"1,322",328,282,7,8,27,2,0,13,15,2,15,1,0,0,0,0,0,1,1,"3,729","1,078",1,210,5,45,613,488,9,1,,
JAWA TIMUR,KAB. JEMBER,LEDOKOMBO,SLATENG,"9,937","3,856",16,18,"8,317","7,563","7,563","9,925",12,0,0,0,0,0,"4,908","5,029","3,298","5,966",204,469,604,739,725,545,784,686,702,702,833,754,687,535,583,367,309,382,163,"9,333",125,"9,496",129,"9,621",114,"9,750",73,"9,864",2,1,1,1,1,288,163,872,429,343,652,"3,274","1,408","4,172",630,376,10,13,53,1,0,22,22,11,16,0,0,0,0,1,1,0,2,"9,862","2,739",1,606,3,52,"1,448",777,21,5,,
JAWA TIMUR,KAB. JEMBER,KALISAT,PATEMPURAN,"5,815","2,205",9,6,"4,924","4,418","4,418","5,815",0,0,0,0,0,0,"2,892","2,923","2,048","3,328",134,305,354,414,441,358,501,411,378,390,450,425,377,339,301,234,186,256,74,"5,461",83,"5,535",81,"5,618",61,"5,699",55,"5,760",1,1,1,1,1,157,79,481,295,211,428,"1,675",711,"2,249",744,377,11,10,35,3,0,8,74,18,28,0,0,0,0,0,0,0,4,"5,683","1,693",,385,9,247,880,365,17,1,,
JAWA TIMUR,KAB. JEMBER,KALISAT,SEBANEN,"2,938","1,154",17,4,"2,577","2,230","2,230","2,937",1,0,0,0,0,0,"1,440","1,498",983,"1,744",74,137,162,234,205,189,224,194,214,212,226,187,215,159,171,111,111,124,36,"2,776",44,"2,812",41,"2,856",25,"2,897",16,"2,922",1,2,1,1,1,80,53,263,123,127,197,861,405,"1,153",336,150,8,5,20,0,0,31,18,2,19,0,0,0,0,0,0,0,0,"2,868",755,1,231,,50,471,271,5,,,
JAWA TIMUR,KAB. JEMBER,SILO,KARANGHARJO,"11,656","4,178",26,4,"9,211","8,696","8,694","11,634",11,2,2,7,0,0,"5,883","5,773","4,358","6,640",174,484,721,933,906,729,841,876,820,879,856,813,842,718,587,391,296,448,178,"10,935",179,"11,113",139,"11,292",147,"11,431",78,"11,578",2,2,1,1,1,357,202,"1,098",539,460,770,"3,615","1,394","3,958","1,370","1,043",20,64,182,10,0,29,24,12,47,0,1,5,0,2,0,1,7,"11,528","3,109",2,"1,149",10,112,"1,510","2,368",97,5,,
JAWA TIMUR,KAB. JEMBER,JOMBANG,NGAMPELREJO,"5,245","1,864",4,7,"4,852","4,036","4,036","5,238",7,0,0,0,0,0,"2,665","2,580","1,972","2,940",114,219,273,357,421,319,393,398,386,346,426,355,416,394,271,201,139,150,67,"4,972",81,"5,039",54,"5,120",44,"5,174",27,"5,218",1,2,1,1,1,148,78,421,279,194,350,"1,468",397,"2,013",747,536,10,18,54,2,0,43,37,13,41,2,0,0,1,0,0,0,2,"5,106","1,297",2,590,5,15,856,613,21,,,
JAWA TIMUR,KAB. JEMBER,SUMBERBARU,SUMBERAGUNG,"10,656","3,780",27,24,"9,628","8,278","8,278","10,614",32,9,1,0,0,0,"5,364","5,292","3,991","5,903",245,517,519,720,806,694,749,711,745,689,832,834,803,774,604,413,336,427,140,"10,137",130,"10,277",110,"10,407",87,"10,517",52,"10,604",1,1,1,1,0,270,133,901,492,395,758,"2,411","1,602","3,366","1,687","1,367",26,46,141,9,1,30,34,17,61,2,0,1,1,1,0,3,5,"10,501","2,562",2,"1,274",20,99,"1,606","1,898",56,5,,
